LOCATION_ID,Country,State,City,Latitude,Longitude
LOSP02109,BR,SP,Sao Paulo,-23.510994,-46.733177
LOSP02110,BR,SP,Sao Paulo,-23.7167,-46.7126
LOSP02111,BR,SP,Sao Paulo,-23.56871,-46.59989
LOSP02112,BR,SP,São Paulo,-23.495557,-46.609057
LOSP02113,BR,SP,São Paulo,-23.5882,-46.6302
LOSP02114,BR,SP,São Paulo,-23.8082,-46.7552
LOSP02115,BR,SP,São Paulo,-23.627177,-46.630902
LOSP02116,BR,SP,São Paulo,-23.5902,-46.7052
LOSP02117,BR,SP,São Paulo,-23.594285,-46.689896
LOSP02118,BR,SP,São Paulo,-23.589549,-46.707342
LOSP02119,BR,SP,São Paulo,-23.6492,-46.6852
LOSP02120,BR,SP,São Paulo,-23.6032,-46.6342
LOSP02121,BR,SP,São Paulo,-23.5718,-46.63209
LOSP02122,BR,SP,São Paulo,-23.57132,-46.63239
LOSP02123,BR,SP,São Paulo,-23.5952,-46.4952
LOSP02124,BR,SP,São Paulo,-23.6422,-46.5722
LOSP02125,BR,SP,São Paulo,-23.63026,-46.4874
LOSP02126,BR,SP,São Paulo,-23.5832,-46.6472
LOSP02127,BR,SP,São Paulo,-23.5432,-46.7132
LOSP02128,BR,SP,São Paulo,-23.809,-46.75414
LOSP02129,BR,SP,São Paulo,-23.616642,-46.675386
LOSP02130,BR,SP,São Paulo,-23.6487,-46.655616
LOSP02131,BR,SP,São Paulo,-23.605691,-46.686546
LOSP02132,BR,SP,São Paulo,-23.602226,-46.651623
LOSP02133,BR,SP,São Paulo,-23.61945,-46.646802
LOSP02134,BR,SP,São Paulo,-23.580079,-46.626071
LOSP02135,BR,SP,São Paulo,-23.595271,-46.682363
LOSP02136,BR,SP,São Paulo,-23.577674,-46.700076
LOSP02137,BR,SP,São Paulo,-23.600018,-46.67277
LOSP02138,BR,SP,São Paulo,-23.614787,-46.679724
LOSP02139,BR,SP,São Paulo,-23.609457,-46.673974
LOSP02140,BR,SP,São Paulo,-23.659038,-46.681609
LOSP02141,BR,SP,São Paulo,-23.633265,-46.677705
LOSP02142,BR,SP,São Paulo,-23.631534,-46.64411
LOSP02143,BR,SP,São Paulo,-23.592462,-46.688911
LOSP02144,BR,SP,São Paulo,-23.591404,-46.674487
LOSP02145,BR,SP,São Paulo,-23.584984,-46.694562
LOSP02146,BR,SP,São Paulo,-23.60171,-46.674636
LOSP02147,BR,SP,São Paulo,-23.625251,-46.708782
LOSP02148,BR,SP,São Paulo,-23.573293,-46.438573
LOSP02149,BR,SP,São Paulo,-23.579234,-46.620801
LOSP02150,BR,SP,São Paulo,-22.75315,-45.60078
LOSP02151,BR,SP,São Paulo,-23.599444,-46.594357
LOSP02152,BR,SP,São Paulo,-23.504395,-46.653741
LOSP02153,BR,SP,São Paulo,-23.5444,-46.654397
LOSP02154,BR,SP,São Paulo,-23.557461,-46.598418
LOSP02155,BR,SP,São Paulo,-23.546905,-46.619055
LOSP02156,BR,SP,São Paulo,-23.52527,-46.723999
LOSP02157,BR,SP,São Paulo,-23.640863,-46.710952
LOSP02158,BR,SP,São Paulo,-23.572388,-46.75773
LOSP02159,BR,SP,São Paulo,-23.43523,-46.77982
LOSP02160,BR,SP,São Paulo,-23.543632,-46.786258
LOSP02161,BR,SP,São Paulo,-23.613113,-46.743069
LOSP02162,BR,SP,São Paulo,-23.600038,-46.776434
LOSP02163,BR,SP,São Paulo,-23.51733,-46.7591
LOSP02164,BR,SP,São Paulo,-23.572388,-46.75773
LOSP02165,BR,SP,São Paulo,-23.620169,-46.710209
LOSP02166,BR,SP,São Paulo,-23.685737,-46.744854
LOSP02167,BR,SP,São Paulo,-23.716344,-46.711613
LOSP02168,BR,SP,São Paulo,-23.695283,-46.807991
LOSP02169,BR,SP,São Paulo,-23.667683,-46.742601
LOSP02170,BR,SP,São Paulo,-23.858826,-46.761897
LOSP02171,BR,SP,São Paulo,-23.764273,-46.726096
LOSP02172,BR,SP,São Paulo,-23.784081,-46.72578
LOSP02173,BR,SP,São Paulo,-23.636685,-46.696167
LOSP02174,BR,SP,São Paulo,-23.806585,-46.758725
LOSP02175,BR,SP,São Paulo,-23.367953,-46.76282
LOSP02176,BR,SP,São Paulo,-23.608374,-46.632328
LOSP02177,BR,SP,São Paulo,-23.524198,-46.533594
LOSP02178,BR,SP,São Paulo,-23.597793,-46.465479
LOSP02179,BR,SP,São Paulo,-23.610935,-46.540204
LOSP02180,BR,SP,São Paulo,-23.601168,-46.612938
LOSP02181,BR,SP,São Paulo,-23.495419,-46.775648
LOSP02182,BR,SP,São Paulo,-23.542635,-46.647335
LOSP02183,BR,SP,São Paulo,-23.705968,-46.678196
LOSP02184,BR,SP,São Paulo,-23.706893,-46.733679
LOSP02188,BR,SP,São Paulo,-23.50778,-46.65123
LOSP02189,BR,SP,São Paulo,-23.569454,-46.690668
LOSP02190,BR,SP,São Paulo,-23.6179,-46.70265
LOSP02191,BR,SP,São Roque,-23.564781,-47.177364
LOSP02192,BR,SP,São Roque,-23.572948,-47.173873
LOSP02193,BR,SP,São Roque,-23.465869,-47.179409
LORS02194,BR,RS,São Sebastião Do Caí,-29.6282,-51.4102
LORS02195,BR,RS,São Sebastião Do Caí,-29.62406,-51.404578
LOMG02196,BR,MG,São Sebastião Do Paraíso,-20.961145,-47.018454
LORS02199,BR,RS,Sapiranga,-29.675911,-51.042171
LORS02200,BR,RS,Sapucaia Do Sul,-29.891291,-51.155525
LORS02201,BR,RS,Sapucaia Do Sul,-29.829863,-51.200397
LOPR02206,BR,PR,Sarandi,-23.472573,-51.911297
LOPR02208,BR,PR,Sarandi,-23.488972,-51.89436
LOMG02209,BR,MG,Sarzedo,-20.060598,-44.181316
LOGO02210,BR,GO,Senador Canedo,-16.737989,-49.147227
LOGO02211,BR,GO,Senador Canedo,-16.7392,-49.1432
LOGO02212,BR,GO,Senador Canedo,-16.7622,-49.1792
LOES02213,BR,ES,Serra,-20.205604,-40.237244
LOES02216,BR,ES,Serra,-20.27165,-40.314469
LOES02217,BR,ES,Serra,-20.271658,-40.314485
LOES02218,BR,ES,Serra,-20.235459,-40.262627
LOES02219,BR,ES,Serra,-20.241046,-40.304242
LOES02220,BR,ES,Serra,-20.2259,-40.28161
LOSP02221,BR,SP,Serrana,-21.247921,-47.635699
LOSP02229,BR,SP,Sertãozinho,-21.1852,-48.0292
LOSP02230,BR,SP,Sertãozinho,-21.192565,-48.026661
LOSP02231,BR,SP,Sertãozinho,-21.182601,-48.049281
LOSP02232,BR,SP,Sertãozinho,-21.202734,-48.038626
LOSP02233,BR,SP,Sertãozinho,-21.170768,-48.050638
LOSP02234,BR,SP,Sertãozinho,-21.1842,-48.0362
LOSP02235,BR,SP,Sertãozinho,-21.1752,-48.0402
LOSP02236,BR,SP,Sertãozinho,-21.1772,-48.0312
LOSP02237,BR,SP,Sertãozinho,-21.1698,-48.0543
LOSP02238,BR,SP,Sertãozinho,-21.183744,-48.036429
LOSP02239,BR,SP,Sertãozinho,-21.198957,-48.01178
LOSP02240,BR,SP,Sertãozinho,-21.198277,-48.009816
LOSP02241,BR,SP,Sertãozinho,-21.170808,-48.052895
LOSP02242,BR,SP,Sertãozinho,-21.182732,-48.049257
LOSP02243,BR,SP,Sertãozinho,-21.184566,-48.048237
LOSP02244,BR,SP,Sertãozinho,-21.184831,-48.031175
LOSP02245,BR,SP,Sertãozinho,-21.19902,-48.016132
LOSP02246,BR,SP,Sertãozinho,-21.187406,-48.031735
LOSP02247,BR,SP,Sertãozinho,-21.185526,-48.029013
LOSP02248,BR,SP,Sertãozinho,-21.192565,-48.026661
LOSP02249,BR,SP,Sertãozinho,-21.202829,-48.039984
LOSP02250,BR,SP,Sertãozinho,-21.181643,-48.050445
LOSP02251,BR,SP,Sertãozinho,-21.17088,-48.05064
LOSP02252,BR,SP,Sertãozinho,-21.169902,-48.054251
LOSP02253,BR,SP,Sertãozinho,-21.17197,-48.050087
LOMG02254,BR,MG,Sete Lagoas,-19.500236,-44.275055
LOMG02255,BR,MG,Sete Lagoas,-19.558642,-44.301251
LOBA02256,BR,BA,Simões Filho,-12.82104,-38.43145
LOBA02257,BR,BA,Simões Filho,-12.804387,-38.481008
LOBA02258,BR,BA,Simões Filho,-12.83012,-38.43007
LOPR02259,BR,PR,Siqueira Campos,-23.7063,-49.8719
LOPR02261,BR,PR,Siqueira Campos,-23.7162,-49.8812
LOPR02262,BR,PR,Siqueira Campos,-23.706689,-49.872359
LOSP02263,BR,SP,Sorocaba,-23.476352,-47.460837
LOSP02264,BR,SP,Sorocaba,-23.4742,-47.4582
LOSP02269,BR,SP,Sorocaba,-23.4932,-47.4412
LOSP02270,BR,SP,Sorocaba,-23.5352,-47.4952
LOSP02271,BR,SP,Sorocaba,-23.46238,-47.40441
LOSP02272,BR,SP,Sorocaba,-23.55304,-47.623063
LOSP02273,BR,SP,Sorocaba,-23.4722,-47.3922
LOSP02275,BR,SP,Sorocaba,-23.549075,-47.499576
LOSP02276,BR,SP,Sorocaba,-23.528933,-47.508184
LOSP02277,BR,SP,Sorocaba,-23.550682,-47.495018
LOSP02278,BR,SP,Sorocaba,-23.550664,-47.495372
LOSP02279,BR,SP,Sorocaba,-23.567894,-47.53083
LOSP02280,BR,SP,Sorocaba,-23.562019,-47.553367
LOSP02281,BR,SP,Sorocaba,-23.548337,-47.465131
LOSP02282,BR,SP,Sorocaba,-23.544818,-47.49139
LOSP02283,BR,SP,Sorocaba,-23.534446,-47.479723
LOSP02284,BR,SP,Sorocaba,-23.537087,-47.489061
LOSP02285,BR,SP,Sorocaba,-23.512946,-47.464751
LOSP02286,BR,SP,Sorocaba,-23.537354,-47.439269
LOSP02287,BR,SP,Sorocaba,-23.4772,-47.4572
LOSP02288,BR,SP,Sorocaba,-23.4539,-47.4784
LOSP02289,BR,SP,Sorocaba,-23.471522,-47.390756
LOSP02292,BR,SP,Sorocaba,-23.534468,-47.477544
LOSP02293,BR,SP,Sumaré,-22.85032,-47.27634
LOSP02294,BR,SP,Sumaré,-22.854046,-47.305267
LOSP02295,BR,SP,Sumaré,-22.85933,-47.234454
LOSP02296,BR,SP,Sumaré,-22.859857,-47.225397
LOSP02298,BR,SP,Suzano,-23.576351,-46.307645
LOSP02299,BR,SP,Suzano,-23.602557,-46.338596
LOSP02300,BR,SP,Suzano,-23.6202,-46.3412
LOSP02301,BR,SP,Suzano,-23.61706,-46.34674
LOPR02310,BR,PR,Tamarana,-23.751627,-51.147367
LORS02313,BR,RS,Taquara,-29.679797,-50.813554
LORS02314,BR,RS,Taquari,-29.838186,-51.901831
LOSP02318,BR,SP,Tatuí,-23.3678,-47.885513
LOSP02319,BR,SP,Tatuí,-23.393095,-47.912774
LOSP02320,BR,SP,Tatuí,-23.3952,-47.8852
LOBA02336,BR,BA,Teixeira De Freitas,-17.572854,-39.768364
LOPR02337,BR,PR,Telemaco Borba,-24.36948,-50.6749
LOPR02339,BR,PR,Telêmaco Borba,-24.369136,-50.672562
LOPR02340,BR,PR,Telêmaco Borba,-24.345248,-50.643104
LOPR02341,BR,PR,Telêmaco Borba,-24.345248,-50.643104
LOMG02350,BR,MG,Três Corações,-21.7322,-45.2882
LOMG02351,BR,MG,Três Corações,-21.73109,-45.291254
LOMG02352,BR,MG,Três Corações,-21.732444,-45.287332
LOMG02353,BR,MG,Três Corações,-21.703808,-45.355823
LORS02354,BR,RS,Três Coroas,-29.553147,-50.813641
LORJ02360,BR,RJ,Três Rios,-22.157868,-43.256414
LOGO02364,BR,GO,Trindade,-16.67099,-49.449093
LOSC02365,BR,SC,Tubarão,-28.508842,-49.024139
LOSC02366,BR,SC,Tubarão,-28.515854,-49.038645
LOMG02376,BR,MG,Uberlândia,-18.911502,-48.295521
LOMG02377,BR,MG,Uberlândia,-18.9332,-48.2762
LOMG02378,BR,MG,Uberlândia,-18.9192,-48.3472
LOMG02379,BR,MG,Uberlândia,-18.8857,-48.3264
LOMG02380,BR,MG,Uberlândia,-18.9122,-48.2952
LOMG02381,BR,MG,Uberlândia,-18.9332,-48.2772
LOMG02382,BR,MG,Uberlândia,-18.9542,-48.3132
LOMG02383,BR,MG,Uberlândia,-18.8968,-48.3134
LOMG02384,BR,MG,Uberlândia,-18.9641,-48.3009
LOMG02385,BR,MG,Uberlândia,-18.986407,-48.283132
LOBA02390,BR,BA,Valença,-13.406267,-39.109625
LOSP02391,BR,SP,Valinhos,-23.0482,-47.0562
LOSP02392,BR,SP,Valinhos,-23.0023,-47.0323
LOSP02393,BR,SP,Valinhos,-23.0282,-47.0762
LOMG02394,BR,MG,Varginha,-21.6662,-45.4502
LOMG02395,BR,MG,Varginha,-21.591065,-45.475629
LOMG02396,BR,MG,Varginha,-21.596072,-45.495764
LORJ02397,BR,RJ,Vassouras,-22.4402,-43.6972
LORJ02398,BR,RJ,Vassouras,-22.433132,-43.688499
LORJ02399,BR,RJ,Vassouras,-22.43664,-43.69572
LORS02401,BR,RS,Venâncio Aires,-29.647983,-52.215733
LORS02402,BR,RS,Vera Cruz,-29.752,-52.535588
LORS02406,BR,RS,Viamao,-30.117726,-51.088242
LOES02408,BR,ES,Vila Velha,-20.3662,-40.3272
LOES02410,BR,ES,Vila Velha,-20.379462,-40.33193
LOES02411,BR,ES,Vila Velha,-20.381075,-40.378227
LOES02412,BR,ES,Vila Velha,-20.379869,-40.37766
LOES02413,BR,ES,Vila Velha,-20.37775,-40.341514
LOSP02414,BR,SP,Vinhedo,-23.0502,-47.0212
LOES02415,BR,ES,Vitoria,-20.3019,-40.2902
LOES02416,BR,ES,Vitoria,-20.29999,-40.29893
LOES02417,BR,ES,Vitoria,-20.33024,-40.34096
LOES02418,BR,ES,Vitoria,-20.34081,-40.33779
LOES02420,BR,ES,Vitória,-20.3002,-40.2922
LOES02421,BR,ES,Vitória,-20.3222,-40.2742
LOES02424,BR,ES,Vitória,-20.299803,-40.292414
LOES02425,BR,ES,Vitória,-20.299906,-40.292401
LOES02426,BR,ES,Vitória,-20.299906,-40.292401
LOMA00473,BR,MA,Açailândia,-4.924744,-47.429187
LOSP00477,BR,SP,Aluminio,-23.5699,-47.2955
LOSP00478,BR,SP,Americana,-22.73179,-47.333306
LOSP00479,BR,SP,Americana,-22.791492,-47.355539
LOSP00480,BR,SP,Americana,-22.7622,-47.3952
LOSP00481,BR,SP,Americana,-22.7322,-47.3902
LOSP00482,BR,SP,Americana,-22.761283,-47.394436
LOSP00483,BR,SP,Americana,-22.756611,-47.330507
LOSP00484,BR,SP,Americana,-22.78791,-47.341748
LOSP00485,BR,SP,Americana,-22.768737,-47.330173
LOSP00486,BR,SP,Américo Brasiliense,-21.7808,-48.1611
LORJ00490,BR,RJ,Angra Dos Reis,-23.032,-44.2785
LORJ00491,BR,RJ,Angra Dos Reis,-23.032,-44.2786
LORJ00492,BR,RJ,Angra Dos Reis,-23.032942,-44.277332
LORJ00493,BR,RJ,Angra Dos Reis,-23.002908,-44.334475
LORJ00494,BR,RJ,Angra Dos Reis,-23.043354,-44.492031
LORJ00495,BR,RJ,Angra Dos Reis,-23.032942,-44.277332
LORS00496,BR,RS,Anta Gorda,-28.999536,-52.036578
LORS00497,BR,RS,Anta Gorda,-28.976457,-51.999347
LORS00498,BR,RS,Anta Gorda,-29.0182,-52.0032
LORS00499,BR,RS,Antônio Prado,-28.891787,-51.320758
LOMS00502,BR,MS,Aparecida Do Taboado,-20.1057,-51.1583
LOSE00506,BR,SE,Aracaju,-10.962003,-37.11297
LOSP00509,BR,SP,Aracatuba,-21.2194,-50.5036
LOSP00510,BR,SP,Araçatuba,-21.2502,-50.4422
LOSP00511,BR,SP,Araçatuba,-21.219342,-50.503711
LOPR00512,BR,PR,Arapongas,-23.447663,-51.480099
LOSC00514,BR,SC,Araquari,-26.448073,-48.783271
LOSC00515,BR,SC,Ararangua,-28.9936,-49.5444
LOSC00516,BR,SC,Ararangua,-28.9936,-49.5444
LOSP00529,BR,SP,Araras,-22.407585,-47.436682
LOSP00530,BR,SP,Araras,-22.4002,-47.4352
LOSP00531,BR,SP,Araras,-22.3303,-47.4295
LORJ00532,BR,RJ,Araruama,-22.905816,-42.37815
LORJ00533,BR,RJ,Araruama,-22.904149,-42.373983
LOPR00539,BR,PR,Araucária,-25.6082,-49.4182
LOSP00542,BR,SP,Arujá,-23.434472,-46.363756
LOSP00543,BR,SP,Assis,-22.6729,-50.4341
LOSP00544,BR,SP,Assis,-22.6732,-50.4342
LOSP00545,BR,SP,Assis,-22.695539,-50.444857
LOSP00546,BR,SP,Assis,-22.674507,-50.43184
LOPR00547,BR,PR,Astorga,-23.270338,-51.700599
LOSP00552,BR,SP,Avaré,-23.13705,-49.01876
LOSP00555,BR,SP,Bálsamo,-20.778857,-49.604555
LORS00556,BR,RS,Barao,-29.4146,-51.531
LORS00557,BR,RS,Barão,-29.4122,-51.5332
LORS00558,BR,RS,Barão,-29.411141,-51.53794
LORS00559,BR,RS,Barão,-29.415715,-51.532109
LOPA00560,BR,PA,Barcarena,-1.545995,-48.654268
LOPA00561,BR,PA,Barcarena,-1.55378,-48.6526
LOSP00562,BR,SP,Bariri,-22.1172,-48.7772
LOSP00563,BR,SP,Bariri,-22.1172,-48.7772
LOSP00564,BR,SP,Barra Bonita,-22.4682,-48.5982
LORJ00565,BR,RJ,Barra Do Piraí,-22.51254,-44.05376
LORS00567,BR,RS,Barra Funda,-27.960555,-53.072067
LORS00568,BR,RS,Barra Funda,-27.9552,-53.0712
LORJ00569,BR,RJ,Barra Mansa,-22.579524,-44.209979
LOSP00571,BR,SP,Barretos,-20.5692,-48.6322
LOMG00572,BR,MG,Barroso,-21.21784,-44.014935
LOSP00573,BR,SP,Barueri,-23.507875,-46.918085
LOSP00574,BR,SP,Barueri,-23.531625,-46.907553
LOSP00578,BR,SP,Bauru,-22.395345,-49.075251
LOSP00579,BR,SP,Bebedouro,-20.979505,-48.519101
LOSP00580,BR,SP,Bebedouro,-20.98447,-48.518572
LOPA00582,BR,PA,Belem,-1.48344,-48.51818
LOPA00583,BR,PA,Belem,-1.486831,-48.513321
LOPA00584,BR,PA,Belem,-1.47486,-48.52653
LOPA00585,BR,PA,Belem,-1.33519,-48.51004
LOPA00586,BR,PA,Belém,-1.4022,-48.5132
LOPA00587,BR,PA,Belém,-1.34238,-48.5084
LOPA00588,BR,PA,Belém,-1.470177,-48.492545
LOPA00589,BR,PA,Belém,-1.491683,-48.528529
LOPA00590,BR,PA,Belém,-1.472415,-48.493233
LOPA00591,BR,PA,Belém,-1.470972,-48.49606
LORJ00592,BR,RJ,Belford Roxo,-22.795593,-43.417865
LOMG00594,BR,MG,Belo Horizonte,-19.914733,-43.997799
LOPA00602,BR,PA,Benevides,-1.3962,-48.2782
LORS00603,BR,RS,Bento Goncalves,-29.1849,-51.5283
LORS00604,BR,RS,Bento Gonçalves,-29.1952,-51.5422
LORS00605,BR,RS,Bento Gonçalves,-29.1152,-51.5912
LORS00606,BR,RS,Bento Gonçalves,-29.136182,-51.585944
LORS00607,BR,RS,Bento Gonçalves,-29.1383,-51.5849
LORS00608,BR,RS,Bento Gonçalves,-29.2092,-51.5532
LORS00609,BR,RS,Bento Gonçalves,-29.1972,-51.5372
LORS00610,BR,RS,Bento Gonçalves,-29.1702,-51.5252
LORS00611,BR,RS,Bento Gonçalves,-29.1152,-51.5912
LORS00612,BR,RS,Bento Gonçalves,-29.2092,-51.5532
LORS00613,BR,RS,Bento Gonçalves,-29.13826,-51.58172
LORS00614,BR,RS,Bento Gonçalves,-29.202675,-51.549763
LORS00615,BR,RS,Bento Gonçalves,-29.195305,-51.542067
LORS00616,BR,RS,Bento Gonçalves,-29.196934,-51.531902
LORS00617,BR,RS,Bento Gonçalves,-29.177607,-51.524876
LOSP00618,BR,SP,Bertioga,-23.877485,-46.175098
LOMG00619,BR,MG,Betim,-20.00665,-44.217217
LOSP00625,BR,SP,Birigui,-21.3192,-50.3973
LOSP00626,BR,SP,Birigui,-21.3202,-50.3962
LOSP00627,BR,SP,Birigui,-21.3202,-50.3962
LOSP00628,BR,SP,Birigui,-21.317331,-50.371133
LOSP00629,BR,SP,Birigui,-21.319975,-50.396178
LOSP00631,BR,SP,Boituva,-23.367548,-47.716611
LOMG00632,BR,MG,Bom Despacho,-19.7722,-45.2872
LOMG00633,BR,MG,Bom Despacho,-19.768095,-45.285925
LORS00634,BR,RS,Bom Jesus,-28.7142,-50.4822
LORS00636,BR,RS,Bom Princípio,-29.490965,-51.393431
LORS00637,BR,RS,Bom Retiro Do Sul,-29.59642,-51.91656
LOSP00638,BR,SP,Botucatu,-22.9062,-48.5172
LOSP00639,BR,SP,Botucatu,-22.9062,-48.5172
LOSP00640,BR,SP,Botucatu,-22.916197,-48.502439
LOSP00641,BR,SP,Botucatu,-22.9202,-48.5092
LOSP00642,BR,SP,Botucatu,-22.9062,-48.5172
LOSP00643,BR,SP,Botucatu,-22.905922,-48.517482
LOSP00645,BR,SP,Bragança Paulista,-23.0082,-46.6862
LOSP00646,BR,SP,Bragança Paulista,-22.940491,-46.588827
LOSP00647,BR,SP,Bragança Paulista,-23.007149,-46.568108
LOSP00648,BR,SP,Bragança Paulista,-22.9922,-46.5836
LOSP00670,BR,SP,Cabo De Santo Agostinho,-8.25804,-35.0004
LOPE00671,BR,PE,Cabo De Santo Agostinho,-8.32541,-35.07155
LOPE00672,BR,PE,Cabo De Santo Agostinho,-8.28987,-35.0685
LOPE00673,BR,PE,Cabo De Santo Agostinho,-8.261386,-34.999661
LOSP00674,BR,SP,Cabreúva,-23.2909,-47.1259
LOSP00675,BR,SP,Cabreúva,-23.2902,-47.1362
LOSP00676,BR,SP,Caçapava,-23.16154,-45.77392
LOSP00677,BR,SP,Caçapava,-23.2072,-45.7632
LOSP00678,BR,SP,Caçapava,-23.155419,-45.766325
LOSP00679,BR,SP,Caçapava,-23.14751,-45.73647
LORS00680,BR,RS,Cachoeira Do Sul,-30.049817,-52.944222
LORS00681,BR,RS,Cachoeira Do Sul,-30.0644,-52.9634
LORS00682,BR,RS,Cachoeira Do Sul,-30.066532,-52.965856
LORS00683,BR,RS,Cachoeira Do Sul,-30.0462,-52.9552
LORS00687,BR,RS,Cachoeirinha,-29.9739,-51.1355
LORS00688,BR,RS,Cachoeirinha,-29.978979,-51.141911
LORS00689,BR,RS,Cachoeirinha,-29.9711,-51.134
LORS00690,BR,RS,Cachoeirinha,-29.9742,-51.1312
LORS00691,BR,RS,Cachoeirinha,-29.9842,-51.1422
LORS00692,BR,RS,Cachoeirinha,-29.979315,-51.141943
LORS00693,BR,RS,Cachoeirinha,-29.979315,-51.141943
LORS00694,BR,RS,Cachoeirinha,-29.973661,-51.131242
LORS00695,BR,RS,Cachoeirinha,-29.968785,-51.136549
LORS00696,BR,RS,Cachoeirinha,-29.9711,-51.13413
LOMG00698,BR,MG,Caeté,-19.981913,-43.662477
LOSP00700,BR,SP,Cajamar,-23.446917,-46.860297
LOBA00701,BR,BA,Camaçari,-12.7283,-38.3421
LORS00704,BR,RS,Camaquã,-30.893339,-51.853035
LORS00726,BR,RS,Campo Bom,-29.722722,-51.090024
LOMS00727,BR,MS,Campo Grande,-20.53649,-54.77125
LOMS00728,BR,MS,Campo Grande,-20.484841,-54.611351
LOMS00729,BR,MS,Campo Grande,-20.497456,-54.609161
LOPR00731,BR,PR,Campo Largo,-25.472122,-49.553767
LOPR00732,BR,PR,Campo Largo,-25.362105,-49.524985
LOSP00736,BR,SP,Campos Do Jordão,-22.7832,-45.6562
LORJ00737,BR,RJ,Campos Dos Goytacazes,-21.808425,-41.363349
LOPA00740,BR,PA,Canaã Dos Carajás,-6.5192,-49.9182
LORS00742,BR,RS,Cândido Godói,-27.980915,-54.7887
LORS00743,BR,RS,Cândido Godói,-27.981311,-54.783404
LORS00744,BR,RS,Canela,-29.438032,-50.796618
LORS00745,BR,RS,Canela,-29.3722,-50.8222
LORS00746,BR,RS,Canela,-29.396215,-50.843678
LORS00747,BR,RS,Canoas,-29.9922,-51.2212
LORS00748,BR,RS,Canoas,-29.9202,-51.2212
LORS00749,BR,RS,Canoas,-29.9502,-51.2182
LORS00750,BR,RS,Canoas,-29.9502,-51.2182
LORS00751,BR,RS,Canoas,-29.93914,-51.211315
LORS00752,BR,RS,Canoas,-29.941635,-51.233142
LORS00753,BR,RS,Canoas,-29.962358,-51.196464
LORS00754,BR,RS,Canoas,-29.91783,-51.221844
LORS00755,BR,RS,Canoas,-29.989218,-51.222448
LORS00756,BR,RS,Canoas,-29.98441,-51.1879
LORS00757,BR,RS,Canoas,-29.941035,-51.179745
LORS00758,BR,RS,Canoas,-29.9809,-51.21806
LORJ00759,BR,RJ,Cantagalo,-21.978061,-42.30356
LOSP00760,BR,SP,Capao Bonito,-24.02679,-48.36182
LOSP00761,BR,SP,Capao Bonito,-24.02679,-48.36182
LOSP00762,BR,SP,Capão Bonito,-24.0262,-48.3622
LOSP00764,BR,SP,Caraguatatuba,-23.693406,-45.475141
